"s_id","grade","subject","more","text","text.sc"
2996926838,"2","social",1,"I would celebrate Leonardo da Vinci because he made the first flying machine but he did not test it. Also he made some Mona Lisa picutres. Also, he was a great artistt. He alwyas an incredible scientist. Leonardo had to think about his job before he did it. That's why I think.","i would celebrate leonardo davinci because he made the first flying machine but he did not test it. also he made some mona Lisa picutres. also, he was a great artistt. he alwyas an incredible scientist. leonardo had to think about his job before he did it. that's why i think."
2997116937,"2","science",0,"I think the asteroid killed the dinosaurs because other people believe that a huge asteroid from space struck the earth. Also an steroid strive could have change earth's climate. But then a paleontologist could not find any fossils are skeletons anywhere than scientists.","i think the asteroid killed the dinosaurs because other people believe that a huge asteroid from space struck the earth. also an steroid strive could have change earth's climate. but then a paleontologist could not find any fossils are skeletons anywhere than scientists."
2997116937,"2","social",0,"Leonardo was the greatest artists and thinkers in the world. He was born 500 hundred years ago. Leonardo wrote his first memory was when he was a baby lying in his cradle. He said that a bird called swooped down on him. Henry Ford Henry Ford had always been fascinated by mechnical devices such as watches and wind up toys.","leonardo was the greatest artists and thinkers in the world. he was born 500 hundred years ago. leonardo wrote his first memory was when he was a baby lying in his cradle. he said that a bird called swooped down on him. henry ford henry ford had always been fascinated by mechanical devices such as watches and wind up toys."
3113995264,"1","science",0,"I think they shouldn't because there are animals who live there in their rainforsts. A reason that they shouldn;t because the animals need somewhere to live and people can't just cut down trees because then animals will have nowhere to live and that's not good because they have nowhere to live.","i think they shouldn't because there are animals who live there in their rainforsts. a reason that they shouldn;t because the animals need somewhere to live and people can't just cut down trees because then animals will have nowhere to live and that's not good because they have nowhere to live."
3113995264,"1","social",0,"I would pick Sally Ride because she takes care of our planet so our planet can be clean and so she can help her our people planet can be clean and so all the air can be clean and healthy.","i would pick sally ride because she takes care of our planet so our planet can be clean and so she can help her our people planet can be clean and so all the air can be clean and healthy."
3114228283,"2","social",0,"I would pick Leonardo da Vinci because he is the greatest artists and thinker in the world. Also he did more things than Henry Ford. He wrote his firt memory and Henry didn't and his memory was drawing pictures of birds. That's why I pick Leonardo da Vinci.","i would pick leonardo davinci because he is the greatest artists and thinker in the world. also he did more things than henry ford. he wrote his firt memory and henry didn't and his memory was drawing pictures of birds. that's why i pick leonardo da vinci."
3114264786,"2","science",0,"Yes. Because how would the dinosaurs get killed asteroid struck earth. The dinosaurs would be killed then how XXX.","yes. because how would the dinosaurs get killed asteroid struck earth. the dinosaurs would be killed then how xxx."
3114264786,"2","social",0,"Leonardo da Vinci because he dasz dazilg bird and it is cool and I like bird because it fix up up up to the roof top and it go urad the worhd.","leonardo davinci because he dasz dazilg bird and it is cool and i like bird because it fix up up up to the roof top and it go urad the worhd."
3115342799,"1","science",1,"No people should not allowed to cut the rainforest because that is sad. No people should not be allowed to cut the rainforest because they need to be alive.","no people should not allowed to cut the rainforest because that is sad. no people should not be allowed to cut the rainforest because they need to be alive."
3115342799,"1","social",1,"I chose Amelia Earhart because the trip was dangerous. I chose Amelia because she was the first one to ride the pilot.","i chose amelia earhart because the trip was dangerous. i chose amelia because she was the first one to ride the pilot."
3129438351,"1","science",0,"No because it will kill the trees. It will waste oxygen. This is the reason why peope should not cut down trees.","no because it will kill the trees. it will waste oxygen. this is the reason why pope should not cut down trees."
3129438351,"1","social",0,"I would pick Sally Ride because she goes on a rocket. My reason is she was the first American women in space.","i would pick sally ride because she goes on a rocket. my reason is she was the first American women in space."
3132384267,"2","science",1,"I know if a meteor hit the earth how we learned it and the dinosaurs can't just die. So a asteroid hit the earth and it got hot and dinosaurs can't just die by nothing. So it was a asteroid and the sun got blocked up and it got cold. Proofs the dinosaurs are dead.","i know if a meteor hit the earth how we learned it and the dinosaurs can't just die. so a asteroid hit the earth and it got hot and dinosaurs can't just die by nothing. so it was a asteroid and the sun got blocked up and it got cold. proofs the dinosaurs are dead."
3132384267,"2","social",1,"I would celebrate Leonardo da Vinci because if there were no planes, we can't visit anyone and people need planes to travel and what if we needed to leave the city because of a nuke and planes are.","i would celebrate leonardo davinci because if there were no planes, we can't visit anyone and people need planes to travel and what if we needed to leave the city because of a nuke and planes are."
3136883373,"2","science",0,"I think the dinosaurs died in a crash of volcano. I argue that it was a volcano. There was in lava and sparks of lava came shooting down and the dinosaurs came extinct by the lava eruption.","i think the dinosaurs died in a crash of volcano. i argue that it was a volcano. there was in lava and sparks of lava came shooting down and the dinosaurs came extinct by the lava eruption."
3136883373,"2","social",0,"Henry Ford because he decided to think about how watches work so he went to a schoolhouse to see how thye work then he went around the house to see how may watches he could find to see what they're made for so he could learn how they work.","henry ford because he decided to think about how watches work so he went to a schoolhouse to see how they work then he went around the house to see how may watches he could find to see what they are made for so he could learn how they work."
3137724953,"1","science",0,"Should people be allowed to cut down trees in the rainforest? No, because only people take care of animals. They can cut trees.","should people be allowed to cut down trees in the rainforest? no, because only people take care of animals. they can cut trees."
3137724953,"1","social",0,"I will celebrate with Sally Ride because they're in space.","i will celebrate with sally ride because they are in space."
3138281877,"2","science",1,"In my opinion when an asteroid struck Earth all the dinosaurs died I think this because some scientists think the dinos died after the asteroid hit I agree! The hinos died 0.05 seconds after the asteroid hit. I agree because most scientists think so also I know a scientist and she says my theory is right! I also think this because more scientists say I'm right then I'm wrong. That is why I think the dino's died when the asteroid hit.","in my opinion when an asteroid struck earth all the dinosaurs died i think this because some scientists think the dinosaurs died after the asteroid hit i agree! the hinos died 0.05 seconds after the asteroid hit. i agree because most scientists think so also i know a scientist and she says my theory is right! i also think this because more scientists say i'm right then i'm wrong. that is why i think the dinosaurs died when the asteroid hit."
3138281877,"2","social",1,"In my opinion we should celebrate Leonardo da Vinci because he had the idea to make people fly. He got inspired when he was very little. In the text it says he thought one day people would be able to fly just like birds. In the text it says when he was a baby lying in his cradle a bird called a kite flew down onto him. That is why I think Leonardo da vinci should be celebrated.","in my opinion we should celebrate leonardo davinci because he had the idea to make people fly. he got inspired when he was very little. in the text it says he thought one day people would be able to fly just like birds. in the text it says when he was a baby lying in his cradle a bird called a kite flew down onto him. that is why i think leonardo davinci should be celebrated."
3142168478,"2","science",0,"My opinion is that I do not think the dinosaurs got hit by an asteroid because paleontologists have not yet found bones from the time of the asteroid. So I think they could die out even before the time asteroids. I do not think one asteroid could harm all dinosaurs because they were literally all aorund the world! And how could a asteorid kill all of the dinosaurs in the ocean because the ocean was bigger at that time and the asteroid won't be able to harm the whole ocean.","my opinion is that i do not think the dinosaurs got hit by an asteroid because paleontologists have not yet found bones from the time of the asteroid. so i think they could die out even before the time asteroids. i do not think one asteroid could harm all dinosaurs because they were literally all aorund the world! and how could a asteroid kill all of the dinosaurs in the ocean because the ocean was bigger at that time and the asteroid won't be able to harm the whole ocean."
3142168478,"2","social",0,"I would celebrate Henry Ford because I am not a big fan of painting because I think it is kind of boring just sitting there looking at an easel for a while, but cars are fun when you can roll the windows down and get wind on your face (It feels nice!) so I would celebrate Henry Ford.","i would celebrate henry ford because i am not a big fan of painting because i think it is kind of boring just sitting there looking at an easel for a while, but cars are fun when you can roll the windows down and get wind on your face (it feels nice!) so i would celebrate henry ford."
3144925829,"1","science",1,"Yes because it's their life. What they got to do they got to do. So I think yes. Because it's their life.","yes because it's their life. what they got to do they got to do. so i think yes. because it's their life."
3144925829,"1","social",1," Amelia Earhart became it explains your thinking using evidence and it has a conclusion. She says that in her head everyday."," amelia earhart became it explains your thinking using evidence and it has a conclusion. she says that in her head everyday."
3156698571,"1","science",0,"No because no animals will survive in the rainforest and people will cut the trees to make house out of them.","no because no animals will survive in the rainforest and people will cut the trees to make house out of them."
3156698571,"1","social",0,"Amelia Earhart flies airplane. She was ever to fly in the sea ocean. But 1937, she disappeared to never see again! Flying.","amelia earhart flies airplane. she was ever to fly in the sea ocean. but 1937, she disappeared to never see again! flying."
3157175793,"1","science",1,"No because trees block sun and grow food.","no because trees block sun and grow food."
3157175793,"1","social",1,"Amelia Earhart should be the goal.","amelia earhart should be the goal."
3167325836,"1","science",0,"I think people should stop cutting down trees because animals have to live somewhere safe in the rainforest but they can't. And pandas cannot eat with out banboo or leaves. And bears cannot eat or sleep. There could be less animals in earth if we keep cuttting down trees. And maybe if we keep cutting down trees there would be no animals left.","i think people should stop cutting down trees because animals have to live somewhere safe in the rainforest but they can't. and pandas cannot eat with out banboo or leaves. and bears cannot eat or sleep. there could be less animals in earth if we keep cuttting down trees. and maybe if we keep cutting down trees there would be no animals left."
3167325836,"1","social",0,"I think Amelia Earhart because she was famous and she worked really hard to do flights. That wre really dangerous and she lost contact and mysteriously disappeared.","i think amelia earhart because she was famous and she worked really hard to do flights. that wre really dangerous and she lost contact and mysteriously disappeared."
3169129678,"2","science",0,"I think a asteroid hit because I watched a non-fiction movie about dinosaurs and I saw how an asteroid hit the dinosaurs and how thye did not live the asteorid, but how some other animals lived the asteroid. And that is why I think a asteroid hit the dinosaurs.","i think a asteroid hit because i watched a non-fiction movie about dinosaurs and i saw how an asteroid hit the dinosaurs and how they did not live the asteorid, but how some other animals lived the asteroid. and that is why i think a asteroid hit the dinosaurs."
3169129678,"2","social",0,"I would pick Henry Ford because he is the one why created watches and want to do and I like watches and I like what he did so that is why I liek Henry Ford.","i would pick henry ford because he is the one why created watches and want to do and i like watches and i like what he did so that is why i like henry ford."
3173617452,"1","social",1,"I think we should celebrate Sally. She was the first woman in outerspace. When I grow up I want to be a astronaut so she went to all of this. It was a obstacle dan gris to do. It is sad she was disappeared. It is hard to do.","i think we should celebrate sally. she was the first woman in outerspace. when i grow up i want to be a astronaut so she went to all of this. it was a obstacle dan gris to do. it is sad she was disappeared. it is hard to do."
3175344186,"1","science",1,"I think people be not be not allowed to the rainforest. Because animals have place to live. And monkeys need bananas and giraffes need leaves.","i think people be not be not allowed to the rainforest. because animals have place to live. and monkeys need bananas and giraffes need leaves."
3175344186,"1","social",1,"I would celebrate Sally Ride because she was the first woman in space and write a lot.","i would celebrate sally ride because she was the first woman in space and write a lot."
3177125465,"1","science",1,"People should not. Reason 1 because animals live in the rees. Reason 2 because food is on and in the trees. Reason 3 because tree are of the animal.","people should not. reason 1 because animals live in the rees. reason 2 because food is on and in the trees. reason 3 because tree are of the animal."
3177125465,"1","social",1,"Reason 1. Today, she was flying the plane. Reason 2. In 1928 Amelia Earhart became the first women to ride across the Atlantic Ocean. Reason 3. In 1937 she disappeared.","reason 1. today, she was flying the plane. reason 2. in 1928 amelia earhart became the first women to ride across the Atlantic ocean. reason 3. in 1937 she disappeared."
3181645966,"2","science",1,"Yes the dinosaurs got hit by the XXX and the dinosaurs died. The dinosaurs or the XXX..","yes the dinosaurs got hit by the xxx and the dinosaurs died. the dinosaurs or the xxx.."
3181645966,"2","social",1,"I choose Leonardo da Vinci, because he XXX.","i choose leonardo da vinci, because he xxx."
3183317966,"2","science",1,"No. I don't think an asteroid killed the dinosaurs because how can the other animals live and an asteroid hitting the earth is very very very rare.","no. i don't think an asteroid killed the dinosaurs because how can the other animals live and an asteroid hitting the earth is very very very rare."
3183317966,"2","social",1,"I think Henry Ford should be celebrated because he took apart watches and put them together. And that is cool. Also he solved math problems real easy in his head. And not a lot of people can do that. That's why I think Henry Ford should be celebrated.","i think henry ford should be celebrated because he took apart watches and put them together. and that is cool. also he solved math problems real easy in his head. and not a lot of people can do that. that's why i think henry ford should be celebrated."
3183563819,"1","science",1,"I think people should cut the trees. Because we're XXX","i think people should cut the trees. because we're xxx"
3184723453,"2","science",0,"Yes, the Earth got hit by an asteroid because a rock fell from space and hit Earth and killed the dinosaurs from the big rock and the explosion.","yes, the earth got hit by an asteroid because a rock fell from space and hit earth and killed the dinosaurs from the big rock and the explosion."
3184723453,"2","social",0,"Henry because I want to find out how to work on watches and be famous and make a lot of money and be rich so I can but what I want.","henry because i want to find out how to work on watches and be famous and make a lot of money and be rich so i can but what i want."
3186187575,"2","science",1,"I don't think asteroid killed the dinosaurs because it would make a huge amount of water or sand fly around and depending how much I could have destroyed trees, plants abd killed herbivores. So that's why most of them died.","i don't think asteroid killed the dinosaurs because it would make a huge amount of water or sand fly around and depending how much i could have destroyed trees, plants abd killed herbivores. so that's why most of them died."
3186187575,"2","social",1,"I would celebrate Henry Ford becasue he was good at studying math in his head also he study watches and other machines that's why I would celebrate Henry ford.","i would celebrate henry ford because he was good at studying math in his head also he study watches and other machines that's why i would celebrate henry ford."
3186399238,"2","science",0,"My argument is that I don't think that dinosaurs died out after an asteroid because it said that they could not find any fossils after the asteroid struck earth. And also because rainforest have not even find skeletons of them.","my argument is that i don't think that dinosaurs died out after an asteroid because it said that they could not find any fossils after the asteroid struck earth. and also because rainforest have not even find skeletons of them."
3186399238,"2","social",0,"I think I would celebrate both because both are good inventors and both have good thinking. I love to study about birds and I am good at doing math in my head so the why I would choose both but I want to choose Leonardo because I love birds and I love studying about birds so much and I love art so that is why I pick Leonardo.","i think i would celebrate both because both are good inventors and both have good thinking. i love to study about birds and i am good at doing math in my head so the why i would choose both but i want to choose leonardo because i love birds and i love studying about birds so much and i love art so that is why i pick leonardo."
3192135654,"1","science",0,"No because there are animals live there in. If you cut down the tree the animals will not survive without tree.","no because there are animals live there in. if you cut down the tree the animals will not survive without tree."
3192135654,"1","social",0,"Sally Ride was the first people know what to explore space.","sally ride was the first people know what to explore space."
3195355779,"1","science",0,"No because if we cut down more rainforest, there would be no oxygen or animal in the rainforest.","no because if we cut down more rainforest, there would be no oxygen or animal in the rainforest."
3195355779,"1","social",0,"I would celebrate Sally Ride because she's a famous astronaut.","i would celebrate sally ride because she's a famous astronaut."
3196743799,"1","science",0,"No because it has.","no because it has."
3196743799,"1","social",0,"Order difficulty native sell cheer travel exercise root road people neighbor","order difficulty native sell cheer travel exercise root road people neighbor"
3198891795,"1","science",1,"People should not cut down wood in the rainforest. Use the wood around your if you don't have enough. Look what house has enough and ask their owner of the house. Can't cut down some of your trees if he said yes, cut some. Wasn't that easy, good job.","people should not cut down wood in the rainforest. use the wood around your if you don't have enough. look what house has enough and ask their owner of the house. can't cut down some of your trees if he said yes, cut some. wasn't that easy, good job."
3198891795,"1","social",1," Amelia Earhart shoud be celebrated because she flew herself over the Atlantic Ocean and it was dangerous and it took 15 minutes long but she believed in herself."," amelia earhart should be celebrated because she flew herself over the Atlantic ocean and it was dangerous and it took 15 minutes long but she believed in herself."
3214634283,"1","science",0,"Yes because then if they did not cut down the trees, we won't have a house to live in. So if I won't going to cut down the trees and I was planning to cut down the tree. So I could have a house but won't have a house because I didn't cut down the trees.","yes because then if they did not cut down the trees, we won't have a house to live in. so if i won't going to cut down the trees and i was planning to cut down the tree. so i could have a house but won't have a house because i didn't cut down the trees."
3214634283,"1","social",0,"Sally Ride because everyone was cheering for her and she was very special of the Amelia and that is why she is very special.","sally ride because everyone was cheering for her and she was very special of the amelia and that is why she is very special."
3215742632,"2","science",1,"Dinosaurs have a million year. He want ago went dinosaurs million is the dinosaurs and before wind for million dinosuars become million. Another make dinosaurs, he make a eggs and dinosaurs. What is dinosuars when want dinosuars not like want. That makes here million dinosuars then.","dinosaurs have a million year. he want ago went dinosaurs million is the dinosaurs and before wind for million dinosaurs become million. another make dinosaurs, he make a eggs and dinosaurs. what is dinosaurs when want dinosaurs not like want. that makes here million dinosaurs then."
3215742632,"2","social",1,"I would celebrate the inventor. I believe think he is celebrate inventor would believe year believe inventor celebrate and believe he is we think believe he is we think believe think believe inventor celebrate inventor birds but one have inventor believe think celebrate begin from believe celebrate invetor believe from inventor think about geart make found room thought.","i would celebrate the inventor. i believe think he is celebrate inventor would believe year believe inventor celebrate and believe he is we think believe he is we think believe think believe inventor celebrate inventor birds but one have inventor believe think celebrate begin from believe celebrate investor believe from inventor think about geart make found room thought."
3216482782,"1","science",1,"They should cut the trees because they  are hurtinig the animals inside the trees.","they should cut the trees because they are hurtinig the animals inside the trees."
3216482782,"1","social",1,"I think Amelia should be celebrated. She past the ocean it was the first woman rode a plane.","i think amelia should be celebrated. she past the ocean it was the first woman rode a plane."
3217481682,"1","science",1,"I think no because trees make air for us to breathe. Also, cutting trees makes us lose fruit to eat. And animals are losing their homes! Once you hurt a organism you hurt more. That is why I think no!","i think no because trees make air for us to breathe. also, cutting trees makes us lose fruit to eat. and animals are losing their homes! once you hurt a organism you hurt more. that is why i think no!"
3217481682,"1","social",1,"I think Amelia Earhart should be celebrated because she was very brave to go on a dangerous expedition across the Atlantic Ocean. She was the first woman across the Atlantic Ocean in a plane and that is why I think Amelia Earhart should be celebrated.","i think amelia earhart should be celebrated because she was very brave to go on a dangerous expedition across the Atlantic ocean. she was the first woman across the Atlantic ocean in a plane and that is why i think amelia earhart should be celebrated."
3217642325,"1","science",0,"No because it's homes animals and also if they cut tree, then animals go with it and the plants with the tree and their organisms.","no because it's homes animals and also if they cut tree, then animals go with it and the plants with the tree and their organisms."
3217642325,"1","social",0,"I would choose Sally Ride because she thinks really clever to make a book with all her experiments that she has made herself.","i would choose sally ride because she thinks really clever to make a book with all her experiments that she has made herself."
3218157374,"1","science",0,"I think people should not cut down trees because people and animals need trees. People need oxygen to breathe. Animals need food from trees. The Earth need tree to make things, like walls, doors, chess, tables, book shelves, desk floors.","i think people should not cut down trees because people and animals need trees. people need oxygen to breathe. animals need food from trees. the earth need tree to make things, like walls, doors, chess, tables, book shelves, desk floors."
3218157374,"1","social",0,"I think you shoudl pick Sally Ride because she wrote a book about space. Space is my favorite. You can learn things about space. She was the first lady in space.","i think you should pick sally ride because she wrote a book about space. space is my favorite. you can learn things about space. she was the first lady in space."
3219197981,"2","science",1,"I think dinosaurs died because an asteroid killed them because we were not born yet.","i think dinosaurs died because an asteroid killed them because we were not born yet."
3219197981,"2","social",1,"I would choose Henry Ford because he makes wind up toys. He always been facinated by mechanical devices.","i would choose henry ford because he makes wind up toys. he always been facinated by mechanical devices."
3221593589,"2","social",1,"I will pick Leonardo! Because he vinic the greatest artist. And he was a baby lying in his cradle. And when he was a kid or a baby a bird came and slap his lips.","i will pick leonardo! because he vinic the greatest artist. and he was a baby lying in his cradle. and when he was a kid or a baby a bird came and slap his lips."
3224113677,"1","science",0,"They should not cut down forests. Am I habitats or be bold. Am I are going to be sick.","they should not cut down forests. am i habitats or be bold. am i are going to be sick."
3224113677,"1","social",0,"I think Amelia EArhart should be celebrated becuase she didn't crash. She dch a derp theat. They sad slaifat hre. That why I said they should celebrate.","i think amelia earhart should be celebrated because she didn't crash. she dch a derp theat. they sad slaifat hre. that why i said they should celebrate."
3229656717,"1","science",0,"No they should not because people could kill the animals. And if people kill the trees that would have to travel somewhere else and good XXX are if people cut down trees they should be XXX and plant more trees and so XXX nature can be happy. And another XXX is XXX.","no they should not because people could kill the animals. and if people kill the trees that would have to travel somewhere else and good xxx are if people cut down trees they should be xxx and plant more trees and so xxx nature can be happy. and another xxx is xxx."
3229656717,"1","social",0,"I would pick Sally Ride because space is cool and aliens might be up in space for experiment if I went up in space and saw an alien I would try to make contact with it and make friends with it and see them every day on Friday and when I finish I go back.","i would pick sally ride because space is cool and aliens might be up in space for experiment if i went up in space and saw an alien i would try to make contact with it and make friends with it and see them every day on friday and when i finish i go back."
3234886113,"2","science",1,"I think the dinosaurs were killed by the asteroid because some scientists some asteroid clues and dinosaurs bones and the asteroid could have blon dinosaurs in different places like in manutons that is why I think the asteroid killed dinosaurs.","i think the dinosaurs were killed by the asteroid because some scientists some asteroid clues and dinosaurs bones and the asteroid could have blon dinosaurs in different places like in manutons that is why i think the asteroid killed dinosaurs."
3234886113,"2","social",1,"I would celebrate Henry Ford because he made tools and he probably save them to people and it helps people work on mechanical stuff. That's why we should celebrate Henry Ford.","i would celebrate henry ford because he made tools and he probably save them to people and it helps people work on mechanical stuff. that's why we should celebrate henry ford."
3235589767,"2","science",1,"I think dinosaurs didn't die because of the asteroid. I think they died because people keep killinig them or other dinosaurs keep killing other dinosaurs. And that is what I think happened. And my evidence for people that keep kiling dinosaurs is a knife, gloves, and buckles. And my conclusion is people kill them.","i think dinosaurs didn't die because of the asteroid. i think they died because people keep killinig them or other dinosaurs keep killing other dinosaurs. and that is what i think happened. and my evidence for people that keep kiling dinosaurs is a knife, gloves, and buckles. and my conclusion is people kill them."
3235589767,"2","social",1,"I would had choose Leonardo da Vinci because he was the greatest artist. And I want to be a great artist like him. And my evidence is a notebook, markers, color, pencils, sharpey. That is my favorite person as a inventor but not my favorite favorite but my favorite. And my reason is because he is the greatest artist ever. And I mean ever. And my conclusion is he is really great!","i would had choose leonardo davinci because he was the greatest artist. and i want to be a great artist like him. and my evidence is a notebook, markers, color, pencils, sharpey. that is my favorite person as a inventor but not my favorite favorite but my favorite. and my reason is because he is the greatest artist ever. and i mean ever. and my conclusion is he is really great!"
3237849553,"2","science",1,"I think the dinosaur died from a asteroid that hit Earth because some scientists found space dust. This means an asteroid may have hit Earth.","i think the dinosaur died from a asteroid that hit earth because some scientists found space dust. this means an asteroid may have hit earth."
3244781578,"2","science",1,"I think a asteroid hit Earth because other animals survived because thye are small and hid behind something that the asteroid did not hit. But the big dinosaurs did not because they were taking a lot of space. I believe that dinosaurs got hit by a asteroid because they maybe did not see the asteroid and got hit.","i think a asteroid hit earth because other animals survived because they are small and hid behind something that the asteroid did not hit. but the big dinosaurs did not because they were taking a lot of space. i believe that dinosaurs got hit by a asteroid because they maybe did not see the asteroid and got hit."
3244781578,"2","social",1,"I would like to celebrate Leonardo because he lived 500 years ago and we still admire his genius today. Also he admire the birds also the wing. He also waneded how the wings worked as he can make a flying machine. He would draw pictures of birds. Leonardo was a great thinker and artist.","i would like to celebrate leonardo because he lived 500 years ago and we still admire his genius today. also he admire the birds also the wing. he also waneded how the wings worked as he can make a flying machine. he would draw pictures of birds. leonardo was a great thinker and artist."
3251816365,"1","science",1,"No because animals get sick and we won't have air and stay inside. And animals have live homes and aren't air eat because XXX XXX","no because animals get sick and we won't have air and stay inside. and animals have live homes and aren't air eat because xxx xxx"
3251816365,"1","social",1," Amelia Earhart is the first one who was on a airplane across the Atlantic Ocean. But she was a passenger because she conitgriv."," amelia earhart is the first one who was on a airplane across the Atlantic ocean. but she was a passenger because she conitgriv."
3253767752,"1","social",1,"I want to celebrate Amelia Earhart because she is so cool.","i want to celebrate amelia earhart because she is so cool."
3257439296,"1","science",0,"No they should not be doing that. Because I love animal. In the text it say the flowers need woolly spider monkeys.","no they should not be doing that. because i love animal. in the text it say the flowers need woolly spider monkeys."
3257439296,"1","social",0,"I pick Sally Ride because I love space. And because everyone cheered for her when they read her story.","i pick sally ride because i love space. and because everyone cheered for her when they read her story."
3258957975,"2","science",1,"Yes because maybe all the animals didn't die except for the dinosaur and maybe when the dinosaur died, the asteroid came to destroy the Earth and nobody knows why only the dinosaurs.","yes because maybe all the animals didn't die except for the dinosaur and maybe when the dinosaur died, the asteroid came to destroy the earth and nobody knows why only the dinosaurs."
3258957975,"2","social",1,"Leonardo because he was the greatest artists and he was an incredible scientist and inventor. He tried to figure out how the wings worked so he could build a flying machine and I always wanted to fly!","leonardo because he was the greatest artists and he was an incredible scientist and inventor. he tried to figure out how the wings worked so he could build a flying machine and i always wanted to fly!"
3261294426,"1","science",1,"I think people should not cut down trees because it could hurt one organism, it could hurt many organisms. Another reason I think people should not cut down trees because it will not keep plants and animals alive. Last reason is animals have nowhere to live. So that is why I think people should not cut down trees.","i think people should not cut down trees because it could hurt one organism, it could hurt many organisms. another reason i think people should not cut down trees because it will not keep plants and animals alive. last reason is animals have nowhere to live. so that is why i think people should not cut down trees."
3261294426,"1","social",1,"I think Sally Ride should be celebrated because she was the youngest American male or female at the age of 32. Another reason I think she is celebrated because she was the first American woman in space. And that is why I think Sally Ride should be celebrate.","i think sally ride should be celebrated because she was the youngest American male or female at the age of 32. another reason i think she is celebrated because she was the first American woman in space. and that is why i think sally ride should be celebrate."
3261664428,"1","science",0,"I think XXX XXX XXX.","i think xxx xxx xxx."
3261664428,"1","social",0,"I like Sally Ride because she and 32 pong and yo she heh sdnop ynacks hrs mens gefh","i like sally ride because she and 32 pong and yo she heh sdnop ynacks hrs mens gefh"
3261988932,"1","science",1,"No because it didn't have an explains and also it got to have opinion. Cut down trees because sometimes spider got in trees. That's why people should cut down trees.","no because it didn't have an explains and also it got to have opinion. cut down trees because sometimes spider got in trees. that's why people should cut down trees."
3261988932,"1","social",1,"I would celebrate it is a thing because the man is a man. Also there's a woman htat do good thing.","i would celebrate it is a thing because the man is a man. also there's a woman that do good thing."
3263389955,"1","social",1,"I think that we should celebrate Amelia Earhart because she flew airplane. If she go chay clantish she will famous. That is why we should celebrate Amelia Earhart.","i think that we should celebrate amelia earhart because she flew airplane. if she go chay clantish she will famous. that is why we should celebrate amelia earhart."
3263678221,"1","science",0,"In my opinion I think people should not cut down trees in the rainforest. One reason is not to cut down trees in the rainforest because now plants, flowers adn fruits that need spider monkeys to carry from place to place. The conclusion to this passage is hope you had fun learning about my opinion, reasons and conclusion.","in my opinion i think people should not cut down trees in the rainforest. one reason is not to cut down trees in the rainforest because now plants, flowers adn fruits that need spider monkeys to carry from place to place. the conclusion to this passage is hope you had fun learning about my opinion, reasons and conclusion."
3263678221,"1","social",0,"In my opinion I think Amelia Earhart is the one I want to celebrate. One reason is she did a dangerous thing by flying in a small and struggled airplane. The conclusion to this passage is hope you had fun learning about my opinion, reasoisn and my conclusion.","in my opinion i think amelia earhart is the one i want to celebrate. one reason is she did a dangerous thing by flying in a small and struggled airplane. the conclusion to this passage is hope you had fun learning about my opinion, reasoisn and my conclusion."
3264862816,"2","science",0,"The last dinosaurs died out about 65 million years ago. Some scientists think that dinosaurs died out because the temperature on Earth got too hot or too cold for them. Others believe that a huge asteroid from space struck Earth.","the last dinosaurs died out about 65 million years ago. some scientists think that dinosaurs died out because the temperature on earth got too hot or too cold for them. others believe that a huge asteroid from space struck earth."
3264862816,"2","social",0," Leonardo da Vinci was the greatest scientist. And he live for more than 500 years. Leonardo da Vinci drew pictures of birds but he always wanted to know how the wings worked. So he tried to figure out how it works so he could build a flying machine."," leonardo davinci was the greatest scientist. and he live for more than 500 years. leonardo davinci drew pictures of birds but he always wanted to know how the wings worked. so he tried to figure out how it works so he could build a flying machine."
3267549957,"2","science",0,"It was something else because what if you do not know that and what if there are still some dinosaurs still alive? People should know more about  dinosaurs so they should dig a little more deeper. And that is why I think that scientists should dig a little deeper.","it was something else because what if you do not know that and what if there are still some dinosaurs still alive? people should know more about dinosaurs so they should dig a little more deeper. and that is why i think that scientists should dig a little deeper."
3267549957,"2","social",0,"I would pick Leonardo da Vinci because he made pictures. People could learn about birds and his invention could be here still if that inventing worked. So that is why I would pick Leonardo da Vinci.","i would pick leonardo davinci because he made pictures. people could learn about birds and his invention could be here still if that inventing worked. so that is why i would pick leonardo da vinci."
3268958362,"2","science",0,"I think that the dinosaurs died because the weather was bad so they died. But the frogs, and the lizards, and the snakes and birds stay alive. Because their blood is colder than the dinosaurs. The dinosaurs blood is a little biitt warmer than the other animals so the dinosaurs died and not the other animals died. So that is how the dinosaurs died.","i think that the dinosaurs died because the weather was bad so they died. but the frogs, and the lizards, and the snakes and birds stay alive. because their blood is colder than the dinosaurs. the dinosaurs blood is a little biitt warmer than the other animals so the dinosaurs died and not the other animals died. so that is how the dinosaurs died."
3268958362,"2","social",0,"I would do Leonardo da Vinci. Because he was a good imaginer and I love to imagine that we coudl fly like birds and that is so cool if we could fly like birds. And he imagined that if it was welle if that bird was stuck are if it was not stuck kite.","i would do leonardo da vinci. because he was a good imaginer and i love to imagine that we could fly like birds and that is so cool if we could fly like birds. and he imagined that if it was welle if that bird was stuck are if it was not stuck kite."
