"ID","text.sc"
378,"No, because the animals that live in the rainforest will not be protected and they might get scared of the cars and they might get scared of the noise and they might not have enough trees and if they do not see a tree and a tree is not there, they might fall off a tree."
379,"No, I do not think that people should cut down trees in the rainforest because people still want to explore the rainforest. And also beautiful animals that people take pictures of are becoming extinct."
380,"They should cut down trees in the rainforest because they like cutting trees down."
381,"They should not the spider monkey will be extinct. Also their habitat will be extinct there people get water there kids play in the rain."
383,"I think they should not be allowed to cut down tree because spider monkey and other animals and plants need the rainforest. And there are many other places to cut down tree. And that is how I want this to be XXX. And that why I don't want anybody cutting down any rainforest tree. I like it that way."
385,"My opinion is no because it can destroy homes of animals. My second reason is it can kill animals' habitat in the trees. There will not be some fruit they need. That is why they should not cut trees."
386,"No because animals are being destroyed people are just cutting down trees in the rainforest so they can build homes and roads they can travel from place to place. And there were once thousands of spider monkeys now there are only a few hundred."
387,"No because the spider monkey need to carry the seeds. And carry the plants too. Because all the animals need a house. That's why the people should not cut tree."
388,"I like animals because they are cute."
389,"It will not be a good idea because animals are losing their homes in the rainforest and there are a lot of animals getting kicked from trees and homes getting chopped down and there are less animals in the rainforest. So that is why I think you should not cut down trees in the rainforest in my idea."
390,"There are more and more people. Rainforests are one of the Earth's most valuable resources. But they raise cattle for food. Half of the worlds rainforests are now gone."
391,"No they do not cut down. The tree because the monkey can't climb."
392,"People should not be allowed to cut down trees. Because it would destroy animals. And their habitats. And that's why people should not be allowed to cut down trees. That's what I think."
393,"They should for people need the trees so they can stay alive the are good for you so you can breathe."
394,"No people should be allowed to cut down trees in the spider monkey could be extinct no because the animals want a place to like those are some reasons why don't think people should allowed to cut down trees."
395,"No because the XXX spider XXX extinct monkey now there XXX."
396,"Because there are monkeys that need trees to climb on."
397,"The place to be cut do to my the XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX."
398,"Yes to build houses and buildings."
399,"I think it's not okay to cut down trees because thing will be gone."
401,"No because the animals."
402,"Says your opinion they no XXX XXX XXX XXX."
403,"No people could not. The habitat cause it XXX the ecosystem. There is no more food animals will be extinct. No more animals is will be alive! Other animals will die because no food."
405,"I think people should because it will make more space and could build roads and need shelter. So people could go by to the rainforest."
406,"No I don't think they should."
407,"No people should be allowed to cut down trees in the spider monkey. No because the spider monkey could be extinct. No because the animals won't have a place to live. Those are some reasons why dont think people should be allowed to cut down trees."
408,"Yes people should be down."
410,"No because the animals need them because for they can sleep and hop or play or like eats leaves."
411,"I think you should not cut down trees because animals need food from plants and they need a habitat to live and animals are getting extinct. Another reason is because people need trees to breathe."
412,"I think that they should not kill the monkeys and other animals in the rainforest. I think that because the animals are cute. And they are a living thing like us."
413,"No because some animals could be in their home and their babies could be in there."
414,"People should not be able to cut down trees in the rainforest because we need spider monkeys."
415,"No because the spider monkey could be extinct."
416,"No, people should not be allowed to cut down trees because it can kill some animals in the rainforest. Also because all animals can be extinct. Also because animals can lose their habitat. Also because they will be not a lot of trees left. That is why I do not think people should not be allowed to cut down trees in the rainforest."
417,"People should not cut trees. The will curse animals."
418,"It is okay to cut down trees because people need to have more parking."
419,"They should not cut down trees because the animals will be endangered and they will get mad and they will probably run away."
420,"No people should not cut down the trees from the rainforest. Because where the spider monkey"
421,"Families are cutting down number of trees."
422,"I think there should not be allowed to cut down trees in the rainforest because be in their or their going to be extinct and their baby could not go nowhere and they would not live in no habitats and this is bad because because between animals and plants because it's going to hurt one organism but it's actually hurt many organism."
423,"They should cut down trees in the rainforest to be safe and to be dry."
424,"They should not because we want animals to be practical and they want to be alive so they won't die. This is why."
425,"I think people should not be allowed to cut down trees in the rainforest because it destroys animals' homes and it actually doesn't help provide things and that's why people shouldn't be allowed to cut down trees in the rainforest."
427,"They shouldn't be allowed because it destroys animals' homes."
428,"People should not cut down trees. It will kill animals and hurt them."
429,"No because the animals don't have no food or they will get extinct."
430,"No do not cut trees on rainforest XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX people XXX cut not to XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX."
432,"I think people cannot cut trees because XXX XXX XXX monkey and monkey XXX have nowhere to sleep and very very"
433,"Yes people should be allowed to cut down trees in the rainforest. They should cut down the trees. They can live in other house."
434,"I can see trees and on the and the trees and trees a I trees a and she trees as trees and trees a trees a trees."
435,"No. Because some fruits might need them. They might come extinct like almost woolly spider monkey."
436,"They should not cut down trees in the rainforest. The animals and plants will not survive they will be extinct forever. It will not be good at all."
437,"Opinion - No I do not think they should not cut the trees. Reason not, because the animals need to stay alive. Evidence - If the animals don't survive we won't have peaceful and pretty noise. My conclusion is: If birds are not existing we will not hear chirping or not get to bird watch or get to be happy!"
438,"No, people should not cut down trees because if they do they will be making animals endangered which will make humans extinct! And then the whole world will have nothing left on it! And no one wants that to happen."
439,"No they should not cut down because if they cut down trees and that's bad and then XXX and they are bad they can go to good after that. Because they should not do that at all because I want to have a life."
440,"I they should not cut down the trees because the animals need the breathe. My first reason is the rainforest is where we get seeds. My second reason they need tree to breath. My reason is they need tree because more you babies and coming."
441,"I think no because I like bunny and coyote."
442,"They should not cut trees."
443,"No because we need bugs and animals. For us and flowers if we don't have are flowers then earth will die."
444,"I think they should not cut the trees because you need food to survive. If you don't survive you will extinct."
445,"Yes people are allowed to cut down trees in rainforests. Because people are moving in the rainforest so lots of people survive in the rainforest."
446,"No. Because we need trees to breathe to live too."
447,"No because if you kill trees you will kill air and if you kill trees you'll kill a couple animals and some plants need animals to grow and we need plants. That's why you should not kill trees."
448,"People should not be allowed to cut all the rainforest because animal can die or extinct."
449,"No they shouldn't cut down the trees because if one organism is hunt some other organism will be hurt."
450,"No because they are hurting animals in the rainforest."
451,"I think people should not be able to cut down trees in the rainforest. So the rainforest are not all gone. If people cut down too many trees, there will be no more rainforest. So spider monkeys can have more babies. Spider monkeys are endangered and soon extinct. I think people should not be able to cut down trees in the rainforest because if they keep doing this the animals won't be able to have as many babies."
452,"Yes should be allowed to cut down the rainforest because you need it, houses and streets."
453,"They can find a dinner place."
454,"No people don't cut the tree because the animals at the rainforest. Because animals have to live there."
455,"I think people should not be allowed to cut down trees in the rainforest."
456,"They should not cut it down."
457,"I think people should be allowed to cut down the trees in the rainforest because I they the XXX is go extinct."
458,"No they are not allowed to cut down trees because trees give us air and the spider monkeys have homes and if they cut the trees the animals could die without the trees."
459,"I think they can't cut the rainforest because rainforest are one the forest's most valuable resources. Hurts one organism could hurt many organisms animals and plants in the rainforest what."
460,"They should not cut down the forest."
461,"People should not cut tree down."
462,"No they"
463,"No they should not because the animals might die."
464,"No because we need animals so we can see the animals for the zoo or places where you can see all of the animals."
465,"No because they are hurting woolly spider monkeys."
466,"No because important animals could die."
467,"Yes I think people should be allowed to cut trees in the rainforest. People cut down trees to build homes people cut down to make roads."
468,"They shouldn't cut down trees. Monkeys will be extinct. We won't have air. Where will monkeys live? Monkeys will be sad."
469,"No because if they do the monkey spiders will die. And if they do die the monkeys could not breathe so they need air food and water. I can show you you the picture. And this is how you watched XXX."
470,"I think they shouldn't cut down trees. Because they shouldn't hurt the spider monkey."
471,"No I don't think that they should be allowed to cut down trees. Plants and animals should have a long life to live."
472,"I will not cut the trees down because spider monkeys have anywhere to live or to climb. Or they can't find food on the trees."
474,"In my opinion people should not cut down trees. Because it grows fruit on trees. For us to survive for us to be healthy and we need trees to breathe. And other living creatures need it to some other living creatures live in these also trees are important! Trees are also very pretty and decorations to homes! Many different kind of trees help us out. They are a part of our life! For us to live so we and other living things can be healthy because of trees! Like spider monkeys."
475,"I think they should not cut the trees. I think people should not cut down the trees in the rainforest. That should not cut the trees. The trees it is part of the environment. The trees is the monkeys' home. It trees not because down the monkeys can be extinct. I think people should not cut down the trees in the rainforest."
476,"No because that is bad what if the animals bite you. And they hit you you will be crying because that hurts. And cut down their habitat that will be bad. And they will kill you because you cut down their habitat."
477,"No they should not cut the trees because the spider monkey. He will no go to the tree and because if it was raining they cannot go and get the leaf and put it on their head because if they do not go and get the leaf they will go to home and they will be all wet and will go all the feet wet."
479,"No because they need to find food and their babies live there and also the animals have to find a home to live in and so the people can take pictures and also carry their little tiny babies also look around the rainforest."
480,"People should not cut down trees because that is the home of the animals that live in the rainforest home. So if they destroyed the animals that live in the rainforest the animals they will die so no I do not think that they should not cut down trees in the rainforest. The rainforest is one of the most valuable resources in the food comes from the rainforest is now getting eaten so the people need food to survive in the rainforest."
481,"I think that people should not cut down trees in the rainforest. Animals are dying because we are cutting trees so we need to stop to conserve the animals in the rainforest. Plants are their food so we need to conserve the plants. Some rainforest animals are becoming very rare because the rainforest belongs to unique plants and animals that live here. We should conserve the trees in the rainforest instead of cutting them down."
482,"Had cut trees rainforest and food to survive and water home and shelter for us to survive in earth and we need to breathe. If we don't eat our water and food we won't survive. And people won't be in earth."
483,"I think people should not be allowed to cut down trees in the rainforest. They are hurting and killing the animals."
484,"No! Because we need them for air!"
485,"I think that should not because it will be extinct and it will not be good and it's bad."
486,"They can't because you can't survive without no trees or flowers and that not safe. Now you know how I feel about cutting trees and you are going to be in the know."
487,"No I do not think people should cut down trees in the rainforest. We can't breathe air can't travel everywhere else. No flowers. It cannot be beautiful. No animals. Then last we will all be extinct."
488,"No because the rainforest will be extinct."
489,"I think people should not be allowed to cut down trees in the rainforest. They are hurting the animals' homes."
490,"I think they shouldn't because animals like being alive."
492,"They should not be allowed because animals would die even the babies would die."
493,"I think people should not cut down the trees in the rainforest. We need the rainforest. The rainforest is are natural resources. The rainforest is a home to unique plants and animals that don't live anywhere else. If they cut down all the trees you won't have any oxygen. I think they should not cut down all trees in the rainforest."
495,"No they should not be allowed to cut down because spider monkey and monkey need tree to survive and climb from predators to survive or they will XXX to be dead forever."
496,"Well, no people cannot because we need bananas and we also need coconuts and we need trees to survive in the rainforest and no no no people cannot cut down trees and let the monkeys eat some bananas."
497,"They should because to make shelter and to make foods and to XXX XXX XXX and build towns cities. XXX and doesn't XXX to eat and to cut down trees to make fire and killing animals."
498,"No I do not like it that they are cutting tree. We need oxygen from tree. We could not survive."
499,"I think should not do it because if a animals die animals die means a lot animals is die so persons die because we need animals a lot."
500,"I think people should be allowed to cut down trees in the rainforest XXX."
501,"No they should not because animals cannot eat food. They will die. They will be extinct for 100 years."
502,"People should not cut down trees because they would die and they need water from their habitat."
503,"I think they should not because they're killing animals. They're killing their homes. I want the animals to live. I don't want them to die."
504,"I think people should not be allowed to cut down trees in the rainforest."
505,"I think they shouldn't. I like animals are good. Pets are cool for pets."
506,"No they can't cut down trees because animals might live in it. If they cut down trees then animals won't survive. Why because it is beautiful in the rainforest with trees. I love it like that. The end."
507,"No they might fall on them and they get hurt. They might get killed. They will go to the doctor."
508,"I think no because some animals need to live and find a home to live if the cut down the tree some of the animals from the rainforest they want find a home to live."
509,"No because that will not have no things no home no food no fruit."
510,"No I think people should not be allowed to cut down trees in the rainforest."
512,"No because the animals will not be able to live and of destroying their homes and that is that good or okay and animals might XXX and will not live to and that's not okay because they need it to live and stay healthy too and they might got here too."
513,"I think people should not be allowed to cut down trees in the rainforest because all of the animals will be extinct from the rainforest."
514,"I think people should cut down the trees in the rainforest. I am explaining about the rainforest. I think that people should cut down the trees in the trees is so important. 1: My reason is you should not cut down trees."
515,"No they can't cut the tree down.
1- you not breathe
2- you will die
3- And you not survive"
516,"Yes people can be allowed to cut down trees. Because people know how to cut down trees in the rainforest all day and the trees."
517,"I there they should not cut down trees because they are killing animals' homes. And they are taking away air and they are killing trees."
518,"I think people should not be allowed to cut down trees in the rainforest because the animals might be die and no fruit."
519,"That they can't they need us and we need them if they go extinct we go extinct."
520,"No they should not because they or all of the animals will not make food."
523,"I say no because we need animals
R
1 They should not because the spider monkey
2 And if their food is gone
3 Their habitat is gone and the spider monkey is in danger."
524,"I think people should be allowed to cut down trees in the rainforest because they need homes."
525,"I think that people should not be allowed to cut down trees because some animals"
527,"Yes people should be able to cut down trees they need trees to make paper they need more roads people should cut down trees."
528,"I think they should not cut down trees because it's a habitat and if one animal gets extinct all of the animals will be extinct and trees give us oxygen and flowers give us oxygen."
531,"I think people should not cut the trees in the rain forest because the spider monkeys are gonna be endangered and not be able to eat and spider monkeys need to eat."
532,"No people should not cut down trees because the animals will die if they cut the trees. 1 reason. And because the people will die. 2 reason. And because they will not have leaves. And that is why people should not cut trees."
533,"People should not cut down trees. My 1 reason is spider monkeys are going to be extinct. My 2 reason is how are the fruits going to get place to place. My 3 reason is if they destroy the rainforest all the animals in rainforest are going to be extinct."
534,"I think people should not be allowed to cut down trees in the rainforest because they will be dead and the rainforest will be dead too."
535,"No that's right be cut down trees because animals be living in the trees."
536,"I don't think they should cut down trees because the animals are getting extinct and that's not good."
537,"No they should not cut down trees because the animals are in there."
538,"Yes for homes. No killing animals.
"
539,"Rainforests are one of the earth's most valuable resources. When a rainforest is destroyed many plants and animals are destroyed with it. I think people should not cut the rainforest trees. Because many animals will be destroyed too. Because we also need trees to breathe. Because air is one of our main resources to survive or be alive. I think people should not cut down trees in the rainforest because all this is going to happen to us and the animals in the rainforest."
540,"They could die if a tree falls on an animal so they should cut down trees."
541,"They can't because no air no bird nest because bird make nest in a tree but we don't want to hurt bird so we can't cut tree just cut tree sometime because we need to make paper okay then bye."
543,"No because you are killing the rainforest and animals' habitats you should not cut down trees in the rainforest and animals are dying."
544,"Don't cut down the tree because the animals might die because if the animal might die because the animal won't survive."
545,"Because animals need it for they can make their home!"
547,"More animals will die without trees and plants to and will die and and earth will die and it will be brown and white and black and world will die and animals will die trash everywhere."
548,"No because they will need air to survive and it will not grow. They will get hit. And the tree give us oxygen."
549,"No, because animals need those trees or they will come endangered. That's why I think we should not cut down trees in the rainforest."
550,"No! People should not cut down trees because woolly spider monkey need to hang in the trees."
551,"No because the animals will not have a home."
552,"I think not because trees help."
553,"They should not be allowed to cut down trees because we would not be any animals and we need animals to survive and we need plants to survive and animals do too."
554,"Should people be allowed to cut trees in the rainforest? No. Because that is their home. If someone did it to theirs how would they like it? Well that's what they are doing to theirs."
555,"I think they shouldn't cut down tree because tree give us paper and if we waste the paper that will not be fair for the tree."
556,"People should not cut trees because we will not get oxygen. We won't get food so we should not cut down trees."
557,"A should people be and we do to cut down trees in the rainforest. They should do none and they do rainforest destroy the"
558,"1 Rainforests or one of 2 the Earth's most valuable 3 resources and some animals 4 and flower, fruit. Plant can 5 die and animals can be 6 extinct and that will"
559,"People should not cut trees so nature could die."
561,"No people should not cut trees because animals will not have homes."
562,"No they can't. My first reason is that if you cut the trees where is the monkeys going to live. My second reason is that if you cut the tree there will be no tree for us. My third reason is that if you cut the tree then there will be no food."
563,"No, because they hurt animals. It make people sad."
564,"They should not cut down trees because the monkeys need the tree for the bananas."
565,"No because it will make animals habitat extinct and the XXX too. I XXX XXX but they XXX."
566,"Yes because the rainforest are for monkeys so they can climb. They are animals to climb. They also are spider monkeys so people should be allowed to cut down trees in the rainforest."
567,"Yes people can cut down the trees in the rainforest because the trees when the tree cut on the trees."
568,"No! Because that could be an animal's habitat. If you cut it down, where will they live?"
569,"Yes because to survive and to live if they didn't cut down the tree they can't make a house they won't have shelter."
570,"Yes because they need homes. They need to survive and they need roads to go to the store. And people should grow trees the end."
571,"You should not cut down trees in the rainforest."
572,"No picture you're not allowed because the monkeys will be upset. They will die. They need air to breathe."
573,"No because this is not safe for destroying things like cutting trees and they work on it and how or they or going to leave it as like family and how or they or going to need food to eat"
574,"No because when they cut the tree the baby monkey will not eat food."
575,"Please don't kill the trees."
577,"I think people should not cut down trees in the rainforest because if they cut down trees that must we be needed. I think people should not cut down trees in the rainforest because"
579,"In my opinion you should not cut down trees because it will destroy the animals' homes and the animals will be endangered the animals need shelter to not be endangered."
580,"People should not cut down trees because trees make paper. Trees help us breathe. Trees help plants."
581,"I think they shouldn't. I think they shouldn't cut the trees."
582,"I think people should not be allowed to cut down trees in the rainforest."
583,"No because they cannot it is taking their home."
584,"Yes, because people need to live. They will be extinct!"
585,"No people should not be allowed to cut down the trees. I am mad that the people cut down the trees."
586,"No people should not be allowed to cut down trees in the rainforest because we need air. Next reason is because monkeys won't have homes and my final reason is because monkeys have to have food."
587,"They should not be allowed to cut down tree in the rainforest because monkeys live in the rainforest and if anybody wants to go in the rainforest the trees will be cut down so they won't be able to breathe cause the trees help people breathe."
588,"No how will animals live they give us air."
589,"No because that is food."
590,"No they should not cut the trees because animals live in the forest because a monkey can can come extinct and if monkeys come extinct other animals might come extinct too and if animals are going to come extinct as well."
591,"Yes they could! Because no one lays on the trees like a bird does. The spider monkey don't sleep on the tree it does but it hangs off so they should."
593,"No I think do not cut down tree. My first reason bird need to live. My second reason is animal need to live they need homes to eat and alive."
594,"No they should not be allowed to cut down trees because it is destroying plants and animals that live nowhere else than in the rainforest. So that is why I think that they should not be allowed to cut down trees."
595,"I think people should be allowed to cut down the trees rainforest. Because we need a home."
596,"No I don't think that they should be allowed to cut down trees because the monkey needs to be safe and if they do the monkey needs to be safe and if they do the monkeys won't be safe because of the food and their home."
597,"No people should not to cut down rainforest trees because spider monkey need to hang on."
598,"People might kill the animal because if they cut down trees."
599,"I think people should not cut down trees because it destroys it more. We use the rainforest. The rainforest is a good place for monkeys."
600,"People should not be allowed to cut down trees in the rainforest. Koalas and monkeys will be endangered! And other animals won't have food because they eat leaves from trees. That's why people should not be allowed to cut down trees in the rainforest."
601,"I don't think they should cut the trees down because they will not extinct. They will not be no species left. They will not cut it down."
602,"They should not cut down because some animals will go extinct. Extinct means they must go to that we home home means it's a home."
603,"No, I do not think they should cut down trees because where will the animals live and how will they live in the rainforest and how will they live in the rainforest? And they won't exist anymore in the rainforest and spider monkeys they will really not exist any more. That's why I don't think they should cut down the trees. Where will the animals live anymore? And then the rainforest won't exist. They will not cut it down."
604,"No they should not because tree need air and tree can grow our food on tree like apples. And a lot of fruit that a lot of people eat for food. And for a snack at home or at the park that you go to."
605,"I think they should. Because XXX XXX XXX XXX XXX live in XXX XXX XXX XXX XXX."
606,"In my opinion, people should not be allowed to cut down trees because plants and animals are getting endangered and becoming extinct. Rainforest are home to unique animals they are very rare to animals. There are so many trees in the rainforest."
607,"No because do not cut the trees because how can the animals go to breathe. How the animals are go to be extinct."
608,"No I don't think people should cut down trees because animals need the rainforest. Animals plants will die."
609,"No they should not be allowed to cut tree because we need air and they will be extinct and monkeys cannot have food and that they should not be allowed to cut tree."
610,"I think people should not cut down trees in the rainforest because spider monkeys can get endangered. This is why people should not cut down trees in the rainforest."
611,"They should cut trees because they make wood with it which it helps earth."
612,"I think people should be allowed to cut down the rainforest."
613,"No because it can ruin the animal habitat and it can make them endangered and even worse extinct. And it can also kill the plants. It will ruin more and more of rainforest. And if there not enough there will maybe be no such thing as a rainforest. This is bad new really really really bad!"
614,"No because other animals are almost gone and they are dying and you are cutting down the trees and I'm sad that the animals are dying. And babies are growing even then people kept coming to earth!"
617,"Yes the president can because he is like a lawyer but not for a person. Now my next reason he should only cut down half of the rainforest. Part 2 two because they said the spider monkey carry plant seed."
618,"I think people shouldn't cut down trees. My first reason is because people won't survive. My second reason is if they cut down trees monkeys won't have a home."
619,"I think people should be allowed to cut trees in the rainforest because they need house."
622,"I think people should not cut the trees down because the rainforest is home to unique plants and animals that don't live anywhere else. The rainforests are one of the earth's most valuable resources. People should not cut down trees because trees are where we grow air from and air is how we survive and we got XXX from the trees."
623,"I think they shouldn't because we need them to breathe."
624,"No, because if they do organisms seen no where else will be extinct. Much of the world will be wasted! We have lost enough rainforests. That's why I think no."
625,"They should not cut the trees because it is not good because they might never climb again."
626,"Never because they are destroying every animals habitat: the rainforest!! They are also making themselves in danger like lowering down the oxygen by cutting the number of trees."
627,"No because animals live in the rainforest that they nom they will get murdered."
628,"No because some animals live in trees and if you kill trees you kill animals. And because trees help us breathe. And then animals in the rainforest will be extinct. That's why I think people shouldn't kill trees so animals don't die."
629,"I think people should not be allowed to cut down trees in the rainforest to become an animal killer."
630,"I think people should not cut down trees but I do think people should cut down trees somewhere else."
631,"No they should not cut trees down. They should not cut trees because air don't kill animals. So they don't kill on the habitat they might kill the baby animals ground."
632,"Yes people should be able to cut down trees. They need to build roads. They need houses to live in and places to work. They need to work so they can pay child support. People should be able to cut down trees."
633,"No people should not cut the tree because then the spider monkey is going to extinct."
634,"Yes they have to cut trees because or they don't cut trees they won't be safe from the wind and they need food and air that way they have to cut trees."
636,"People should not be able to cut down trees I think this because if people cut down trees monkeys and other animals won't have a home. I also think this is because the animals will become extinct and there will not be any plants left in the rainforest!"
637,"No because plants live there. If there is no trees, animals will be endangered and lost. The rainforest will be extinct and all your favorite animals in the rainforest."
638,"XXX when people cut XXX XXX XXX XXX need"
639,"People should not be allowed to cut trees because it will be extinct and monkeys will climb trees and predators will kill monkeys and then animals come extinct and it's very bad and sad."
640,"Think should not cut down its not good."
642,"I would say it's not good to cut down trees because animals live on trees."
643,"No they should not because is hurting the environment. Because the monkey cannot find the food."
644,"No people should not be allowed to cut down trees in the rainforest because it puts animals in danger and it puts plants in danger."
645,"No because the monkeys won't have homes."
646,"Humans can't destroy the rainforest because spider monkeys need a habitat."
647,"In the rainforest have tree"
649,"No because the animals will die. The trees will fall."
650,"I think people should not cut down the rainforest because trees create air and spider monkeys live in the trees. And the spider monkeys eat the leaves."
651,"No. People should not be cutting trees. My first reason is because that trees give oxygen. My next reason is because they help us live. My last reason is because they protect us. That's why people should not cut down trees."
652,"People should not be allowed to cut down rainforest trees. Because in the rainforest lives animals. Animals are living things and they want to live just like us, but we need the trees to make tables and chairs. We could make it out of things else if we try. We could still use chairs and tables."
653,"No because they will get money for people and pay them money do it for them."
654,"I think people should not be able to cut down trees in the rainforest.
1. It is not taking care of the earth. It's disrespectful.
2. It's killing animals. That's not a good thing to do.
3. Rainforests are the earth's most valuable resources. I think people should not be able cut down trees in the rainforest. And that is what I think!!"
655,"I think they should not cut down the rainforest."
656,"No because that not good to cut down the rainforest monkeys go on there monkey go there."
658,"Should not be able to cut down trees. R: Plants and animals will be extinct. E: If plants and animals will not be here or endangered. R: All of the species to XXX. E: Species of animals will not move place to place. R: Animals cannot eat. E: Not be able to eat and drink."
660,"People shouldn't cut down the trees."
661,"No they should not. Because the animals are going to extinct."
662,"No because your hurting their home."
663,"I think people not be allowed to cut trees in the rainforest because they will make the animals extinct."
664,"No because the animals are going leave even the earth and die and not to live because the humans are going to kill the animals."
665,"Yes they can cut down the trees because the rainforest is they can and the tree are they can to."
666,"I they should not cut down trees XXX because they need food. No I they need food to survive so they can get food fun the trees."
667,"I think they should not allowed to cut down trees because monkeys climb to get food and they have to survive so they stay alive."
669,"They should not because they need it to breathe. And live from the trees and leaves and which trees help earth and to breathe."
670,"I don't think they shouldn't cut down the trees because animals live in them. It would be sad if they killed animals in the rainforest. I love the animals but they would die if they die but what if like it I love animals."
671,"I think they shouldn't they're cute and adorable because"
672,"No they should not because if they keep doing this the monkeys will be in danger and plants. I know because on page one and two it tells me that they should not be doing that because that's the wrong thing to do."
673,"No because we won't see none of the animals we can't pet good Animals we will be mad very mad if people cut the rainforest."
674,"No I think people should not be allowed to cut down trees in the rainforest!"
