ID,s_id,grade,subject,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1559,2001,1,social,27,1,98.62,1,25.77,27,14.81,77.78,66.67,29.63,18.52,0,0,0,18.52,0,11.11,0,3.7,22.22,3.7,7.41,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,22.22,0,0,18.52,0,11.11,0,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,0,7.41,3.7,3.7,3.7,0,0,7.41,11.11,0,7.41,0,0,7.41,0,3.7,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0
1560,2002,2,social,55,86.58,92.7,1,99,55,10.91,81.82,54.55,21.82,14.55,0,0,0,10.91,3.64,7.27,16.36,9.09,3.64,3.64,1.82,0,12.73,1.82,1.82,3.64,0,7.27,7.27,7.27,0,0,0,0,14.55,0,0,0,10.91,7.27,1.82,1.82,1.82,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,3.64,0,7.27,3.64,3.64,0,1.82,3.64,1.82,0,0,0,0,0,0,0,0,0,1.82,1.82,0,0,0,0,0,0,0,0,0,0
1561,2003,1,science,16,1.92,26.6,35.37,1,16,25,81.25,62.5,6.25,6.25,0,0,0,0,6.25,0,6.25,0,18.75,6.25,18.75,6.25,25,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,18.75,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,18.75,0,18.75,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
1562,2003,1,social,8,11.86,10.58,74.76,25.77,8,25,75,50,25,25,25,0,0,0,0,0,0,12.5,12.5,12.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
1563,2005,1,science,28,93.26,99,1.06,99,4.67,10.71,78.57,50,10.71,10.71,0,10.71,0,0,0,0,10.71,14.29,3.57,0,7.14,3.57,17.86,3.57,3.57,0,0,0,7.14,7.14,0,0,0,0,17.86,0,0,0,0,7.14,0,3.57,3.57,0,0,0,0,0,0,0,14.29,0,10.71,0,0,21.43,17.86,3.57,7.14,3.57,0,0,17.86,0,10.71,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,7.14,0,0,0,0,0
1564,2005,1,social,41,3.52,92.82,1,25.77,6.83,7.32,87.8,63.41,31.71,21.95,2.44,0,0,19.51,0,9.76,2.44,7.32,4.88,9.76,9.76,0,21.95,0,0,7.32,0,0,0,0,0,0,0,0,19.51,0,0,19.51,0,19.51,0,14.63,2.44,0,0,2.44,2.44,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,14.63,4.88,2.44,17.07,12.2,4.88,0,0,2.44,0,0,0,0,0,0,0,0,0,0,14.63,14.63,0,0,0,0,0,0,0,0,0,0
1565,2006,1,science,32,1,99,2.67,81.93,16,12.5,93.75,62.5,25,18.75,3.12,6.25,3.12,0,6.25,6.25,3.12,3.12,12.5,6.25,15.62,3.12,21.88,3.12,0,0,0,3.12,9.38,6.25,3.12,0,0,0,25,0,0,0,0,15.62,3.12,9.38,3.12,0,0,3.12,3.12,0,0,0,12.5,0,0,0,12.5,12.5,9.38,0,3.12,0,0,0,15.62,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
1566,2006,1,social,28,76.76,92.33,30.01,25.77,14,10.71,92.86,60.71,14.29,7.14,0,0,3.57,3.57,0,7.14,14.29,17.86,10.71,14.29,3.57,0,21.43,0,0,3.57,0,0,0,0,0,0,0,0,10.71,0,3.57,3.57,0,10.71,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,10.71,10.71,0,14.29,7.14,7.14,0,17.86,3.57,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
1567,2012,2,science,49,20.17,41.92,21.8,4.76,16.33,12.24,87.76,51.02,6.12,0,0,0,0,0,0,6.12,6.12,4.08,10.2,4.08,16.33,6.12,20.41,2.04,0,0,0,0,2.04,0,2.04,0,2.04,0,4.08,0,0,0,0,4.08,0,0,0,0,4.08,0,2.04,2.04,0,2.04,12.24,0,0,0,12.24,4.08,0,0,0,4.08,0,16.33,10.2,0,16.33,4.08,4.08,8.16,2.04,4.08,0,0,0,2.04,2.04,0,0,2.04,0,0,6.12,6.12,0,0,0,0,0,0,0,0,0,0
1568,2012,2,social,34,90.07,61.58,47.25,79.41,17,20.59,76.47,47.06,2.94,2.94,0,0,0,2.94,0,0,5.88,17.65,5.88,2.94,14.71,0,20.59,2.94,2.94,2.94,2.94,0,2.94,2.94,0,0,0,0,2.94,0,0,0,2.94,11.76,2.94,5.88,0,2.94,0,0,5.88,2.94,2.94,0,2.94,0,2.94,0,0,5.88,0,0,5.88,0,0,11.76,11.76,2.94,20.59,5.88,8.82,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
1569,2017,1,science,15,1,97.69,1,1,15,20,80,60,20,20,0,0,6.67,0,13.33,0,0,0,13.33,0,20,6.67,13.33,0,0,0,0,0,13.33,0,13.33,0,6.67,0,20,0,0,0,0,13.33,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
1570,2017,1,social,16,72.69,73.4,74.76,25.77,16,6.25,81.25,50,6.25,6.25,0,0,0,6.25,0,0,6.25,12.5,0,0,25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,31.25,12.5,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
1571,2020,2,science,32,16.88,62.28,18.52,25.77,6.4,15.62,81.25,53.12,9.38,9.38,3.12,0,0,0,6.25,0,3.12,6.25,21.88,9.38,0,3.12,40.62,6.25,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,21.88,9.38,6.25,3.12,0,0,3.12,0,0,0,0,3.12,0,3.12,0,0,0,0,0,0,0,0,6.25,34.38,0,3.12,0,0,3.12,0,0,0,0,0,9.38,0,0,0,0,0,0,15.62,15.62,0,0,0,0,0,0,0,0,0,0
1572,2022,2,science,25,63.83,94.5,69.14,1,25,16,88,56,16,16,8,0,0,8,0,0,8,12,8,4,8,0,12,0,0,0,4,0,4,0,4,0,4,0,24,4,0,16,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,24,4,12,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
1573,2022,2,social,6,1,99,1,25.77,6,33.33,100,83.33,50,33.33,0,0,0,33.33,0,16.67,0,0,16.67,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,50,0,16.67,0,33.33,33.33,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0
1574,2023,2,science,16,85.32,26.6,95.6,1,16,18.75,81.25,31.25,6.25,6.25,6.25,0,0,0,0,0,12.5,0,6.25,0,6.25,0,25,0,0,0,12.5,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,18.75,6.25,0,18.75,0,6.25,12.5,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
1575,2023,2,social,28,21.19,85.81,1,87.2,14,25,78.57,60.71,17.86,17.86,3.57,0,0,14.29,0,0,14.29,0,14.29,0,14.29,0,17.86,3.57,3.57,0,0,0,3.57,3.57,0,0,0,0,14.29,0,0,0,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,10.71,3.57,3.57,0,0,0,0,3.57,7.14,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
1576,2025,1,science,78,1.59,60.13,2.29,1,9.75,7.69,88.46,65.38,17.95,7.69,0,0,5.13,0,2.56,10.26,0,7.69,14.1,3.85,17.95,5.13,15.38,3.85,0,1.28,0,0,12.82,3.85,8.97,0,0,3.85,11.54,0,0,0,0,15.38,0,2.56,8.97,5.13,0,8.97,1.28,1.28,0,0,2.56,0,0,0,0,7.69,2.56,3.85,1.28,0,0,0,10.26,2.56,8.97,3.85,3.85,1.28,0,0,1.28,0,2.56,0,0,0,0,0,0,0,16.67,10.26,3.85,0,0,0,0,0,0,2.56,0,0
1577,2025,1,social,28,29.3,63.97,13.15,25.77,14,10.71,78.57,60.71,21.43,14.29,7.14,0,0,7.14,0,7.14,10.71,7.14,10.71,7.14,7.14,0,17.86,0,0,3.57,3.57,0,0,0,0,0,0,0,10.71,0,0,10.71,0,10.71,7.14,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,7.14,10.71,0,7.14,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,10.71,7.14,0,0,0,0,0,0,0,3.57,0,0
1578,2029,2,science,45,28.53,3.79,95.38,25.77,15,15.56,86.67,57.78,4.44,2.22,2.22,0,0,0,0,2.22,8.89,8.89,15.56,11.11,8.89,6.67,24.44,4.44,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,20,2.22,2.22,4.44,2.22,0,8.89,0,0,0,0,4.44,0,4.44,0,0,8.89,0,2.22,6.67,0,0,4.44,13.33,2.22,22.22,0,20,2.22,0,0,0,0,0,0,0,0,0,0,0,0,11.11,6.67,0,0,0,0,0,0,0,4.44,0,0
1579,2029,2,social,47,85.1,33.52,25.35,25.77,23.5,19.15,74.47,44.68,12.77,8.51,4.26,0,0,4.26,0,4.26,4.26,14.89,4.26,0,8.51,0,12.77,8.51,14.89,2.13,2.13,8.51,0,0,0,0,0,0,4.26,0,0,0,4.26,17.02,6.38,4.26,0,6.38,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,8.51,0,6.38,0,2.13,4.26,4.26,0,0,4.26,0,0,0,0,0,0,0,0,4.26,4.26,0,0,0,0,0,0,0,0,0,0
1580,2031,2,science,39,58.48,30.4,1.4,1,39,17.95,76.92,53.85,2.56,2.56,2.56,0,0,0,0,0,15.38,5.13,10.26,7.69,15.38,2.56,17.95,0,0,2.56,0,0,5.13,0,5.13,0,5.13,0,0,0,0,0,0,12.82,2.56,7.69,2.56,0,0,0,0,0,0,0,10.26,2.56,0,0,7.69,2.56,0,0,2.56,0,0,5.13,10.26,2.56,5.13,0,2.56,2.56,2.56,0,0,0,0,7.69,0,0,0,0,0,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0
1581,2031,2,social,31,14.95,90.14,8.87,99,31,19.35,83.87,61.29,12.9,12.9,3.23,0,0,6.45,3.23,0,3.23,9.68,19.35,0,16.13,0,19.35,0,3.23,0,0,0,6.45,6.45,0,0,0,0,16.13,0,0,0,6.45,12.9,6.45,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,3.23,9.68,3.23,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0
1582,2032,2,science,39,18.82,93.79,46.75,2.7,7.8,28.21,89.74,56.41,23.08,10.26,2.56,0,7.69,0,0,12.82,10.26,2.56,10.26,5.13,7.69,0,25.64,2.56,2.56,0,0,2.56,2.56,0,2.56,0,2.56,0,10.26,0,0,0,0,25.64,15.38,7.69,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,12.82,0,2.56,0,0,2.56,0,0,0,0,0,5.13,2.56,0,0,2.56,0,0,15.38,12.82,2.56,0,0,0,0,0,0,0,0,0
1583,2034,2,science,52,43.96,22.08,26.92,25.77,13,19.23,73.08,50,5.77,3.85,3.85,0,0,0,0,1.92,9.62,5.77,11.54,3.85,15.38,1.92,19.23,1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,1.92,3.85,1.92,3.85,0,1.92,1.92,0,0,1.92,1.92,0,0,0,1.92,0,0,0,0,0,0,9.62,5.77,0,11.54,3.85,7.69,0,0,0,0,0,0,3.85,1.92,0,0,1.92,0,0,11.54,7.69,0,0,0,0,0,0,0,3.85,0,0
1584,2034,2,social,88,35.54,95.56,11,85.42,12.57,19.32,79.55,51.14,17.05,13.64,1.14,1.14,0,11.36,0,3.41,6.82,7.95,9.09,6.82,7.95,0,17.05,1.14,1.14,2.27,2.27,0,5.68,4.55,1.14,0,1.14,0,18.18,1.14,0,0,11.36,11.36,5.68,2.27,1.14,0,1.14,1.14,0,0,0,0,1.14,0,1.14,0,0,4.55,2.27,1.14,1.14,1.14,0,9.09,6.82,0,18.18,1.14,9.09,7.95,0,2.27,0,0,0,0,0,0,0,0,0,0,9.09,7.95,0,0,0,0,0,0,0,1.14,0,0
1585,2036,1,science,29,11.27,63.49,1,1,14.5,24.14,86.21,62.07,17.24,10.34,3.45,0,6.9,0,0,6.9,6.9,10.34,13.79,3.45,13.79,6.9,17.24,0,0,3.45,0,3.45,10.34,0,10.34,0,6.9,0,10.34,0,0,0,0,24.14,3.45,10.34,6.9,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,13.79,0,0,13.79,0,0,0,10.34,3.45,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69,6.9,3.45,0,0,0,0,0,0,10.34,0,0
1586,2036,1,social,25,21.49,50,43.37,25.77,12.5,16,80,60,24,20,12,0,0,8,0,4,8,8,12,4,8,0,12,0,0,4,4,0,0,0,0,0,0,0,12,0,0,8,0,20,8,8,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,8,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,8,4,0,0,0,0,0,0,4,0,0
1587,2037,1,science,1,93.26,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1588,2037,1,social,14,68.29,76.25,1.06,25.77,14,7.14,85.71,57.14,14.29,14.29,7.14,0,0,7.14,0,0,14.29,7.14,14.29,0,7.14,0,21.43,0,0,0,7.14,0,0,0,0,0,0,0,14.29,0,0,0,7.14,21.43,0,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,7.14,7.14,0,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
1589,2038,2,science,9,18.82,1.38,4.97,25.77,9,44.44,55.56,33.33,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,33.33,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,11.11,33.33,0,0,0,0,0,0,0,0,0
1590,2038,2,social,10,1,99,1,25.77,10,20,100,70,30,30,0,20,0,0,10,0,0,0,30,10,10,0,30,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,20,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,0,20,10,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
1591,2041,1,science,54,89.09,86.68,4.97,5.77,10.8,16.67,74.07,46.3,7.41,7.41,0,0,0,0,7.41,0,3.7,18.52,9.26,3.7,5.56,0,16.67,0,0,0,1.85,0,1.85,0,1.85,0,0,0,11.11,1.85,0,0,0,5.56,0,1.85,3.7,0,0,0,1.85,0,0,1.85,3.7,0,1.85,0,1.85,7.41,1.85,0,5.56,0,0,1.85,14.81,0,14.81,3.7,9.26,1.85,0,1.85,5.56,0,0,0,0,0,0,0,0,0,11.11,9.26,0,0,0,0,0,0,0,1.85,0,0
1592,2041,1,social,54,71.58,71.09,45.81,5.77,10.8,11.11,81.48,53.7,12.96,9.26,1.85,0,0,7.41,0,3.7,9.26,11.11,7.41,1.85,11.11,0,16.67,1.85,1.85,0,7.41,0,1.85,0,1.85,1.85,0,0,11.11,0,0,11.11,0,18.52,7.41,3.7,5.56,1.85,0,3.7,0,0,0,0,0,0,0,0,0,14.81,0,5.56,7.41,1.85,0,7.41,3.7,0,20.37,5.56,5.56,9.26,0,0,0,0,0,0,0,0,0,0,0,0,9.26,9.26,0,0,0,0,0,0,0,0,0,0
1593,2043,1,science,13,3.62,77.92,1.4,1,13,7.69,100,61.54,15.38,15.38,0,0,0,0,15.38,0,0,7.69,15.38,0,15.38,7.69,30.77,0,0,0,0,0,7.69,0,7.69,0,0,7.69,23.08,0,0,0,0,23.08,0,7.69,7.69,0,0,7.69,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,7.69,0,0,38.46,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
1594,2043,1,social,24,27.87,79.76,7.84,1,12,12.5,83.33,54.17,20.83,16.67,4.17,0,0,12.5,0,4.17,12.5,0,8.33,0,12.5,0,20.83,0,0,0,4.17,0,4.17,0,4.17,0,0,4.17,12.5,0,0,12.5,0,8.33,4.17,4.17,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,12.5,4.17,4.17,16.67,8.33,0,8.33,0,0,0,0,0,0,4.17,0,0,4.17,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
1595,2045,1,science,29,31.79,8.4,11.5,1,29,10.34,89.66,62.07,10.34,10.34,3.45,0,0,0,6.9,0,3.45,13.79,13.79,3.45,10.34,6.9,20.69,3.45,0,0,0,3.45,3.45,0,3.45,0,0,0,6.9,0,0,0,0,20.69,3.45,3.45,3.45,6.9,3.45,10.34,3.45,0,0,3.45,6.9,6.9,0,0,0,0,0,0,0,0,0,0,10.34,6.9,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0
1596,2045,1,social,19,12.81,98.19,1,25.77,19,10.53,89.47,57.89,26.32,15.79,5.26,0,0,10.53,0,10.53,5.26,5.26,15.79,0,5.26,0,31.58,0,0,10.53,0,0,0,0,0,0,0,0,26.32,0,0,10.53,0,15.79,5.26,5.26,5.26,0,0,0,5.26,5.26,0,0,0,0,0,0,0,5.26,5.26,5.26,0,0,0,10.53,15.79,0,10.53,5.26,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
1597,2048,1,science,39,36.88,50,30.55,2.7,9.75,10.26,71.79,56.41,17.95,10.26,5.13,2.56,0,0,2.56,7.69,5.13,10.26,2.56,2.56,15.38,2.56,10.26,0,0,5.13,0,2.56,2.56,0,2.56,0,0,0,10.26,0,0,0,0,25.64,5.13,7.69,5.13,7.69,2.56,5.13,0,0,0,0,0,0,0,0,0,7.69,2.56,0,5.13,0,0,0,12.82,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,7.69,2.56,0,0,0,2.56,0,0,0,0,0
1598,2048,1,social,34,7.44,38.42,47.25,79.41,17,11.76,88.24,61.76,20.59,14.71,11.76,0,0,2.94,0,5.88,5.88,5.88,17.65,5.88,8.82,0,32.35,2.94,0,2.94,2.94,0,2.94,2.94,0,0,0,0,8.82,0,0,2.94,0,26.47,11.76,8.82,5.88,0,0,0,5.88,0,0,5.88,0,0,0,0,0,8.82,5.88,8.82,0,0,0,2.94,20.59,0,5.88,2.94,0,2.94,0,5.88,0,0,0,0,0,0,0,0,0,0,8.82,5.88,0,0,0,0,0,0,0,2.94,0,0
1599,2049,1,science,49,12.97,27.03,21.8,25.77,16.33,10.2,93.88,71.43,18.37,12.24,2.04,0,0,0,10.2,6.12,8.16,10.2,14.29,4.08,6.12,12.24,24.49,4.08,2.04,2.04,0,2.04,4.08,2.04,2.04,0,0,0,12.24,0,0,0,0,10.2,0,4.08,2.04,0,0,4.08,2.04,0,2.04,0,4.08,0,4.08,0,0,2.04,0,0,2.04,0,0,2.04,20.41,6.12,12.24,2.04,6.12,4.08,0,0,4.08,0,0,0,0,0,0,0,0,0,12.24,6.12,2.04,0,0,0,0,0,0,4.08,0,0
1600,2049,1,social,22,7.71,81.84,1,25.77,11,18.18,77.27,59.09,22.73,13.64,4.55,0,0,9.09,0,9.09,0,9.09,9.09,4.55,13.64,0,18.18,0,0,4.55,4.55,0,0,0,0,0,0,0,13.64,0,0,9.09,0,13.64,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,4.55,0,0,0,9.09,9.09,4.55,13.64,4.55,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
1601,2052,1,science,20,4.31,15.86,43.37,1,10,5,90,70,10,10,0,10,0,0,0,0,0,15,20,0,10,20,25,0,0,0,0,0,5,0,5,0,0,0,15,0,0,0,0,20,0,5,5,5,0,15,5,0,0,0,5,0,0,0,5,15,10,0,5,0,0,0,20,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,5,0,0,0,0,0,0,5,0,0
1602,2052,1,social,21,68.29,92.33,2.82,25.77,10.5,14.29,76.19,38.1,14.29,14.29,0,0,0,14.29,0,0,4.76,9.52,0,4.76,9.52,0,14.29,0,0,0,4.76,4.76,0,0,0,0,0,0,14.29,0,0,14.29,0,9.52,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,4.76,0,0,0,14.29,0,0,19.05,9.52,9.52,0,19.05,4.76,0,0,0,0,0,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0
1603,2053,2,science,65,17.84,8.32,72.65,7.8,21.67,24.62,80,55.38,6.15,4.62,4.62,0,0,0,0,1.54,6.15,4.62,13.85,4.62,15.38,4.62,23.08,1.54,0,1.54,0,0,1.54,0,1.54,0,1.54,0,0,0,0,0,0,13.85,3.08,4.62,0,1.54,0,4.62,0,0,0,0,7.69,1.54,1.54,0,4.62,0,0,0,0,0,0,0,23.08,0,12.31,1.54,9.23,1.54,0,0,0,0,0,3.08,0,0,0,0,0,0,4.62,4.62,0,0,0,0,0,0,0,0,0,0
1604,2053,2,social,78,47.59,93.79,1,89.84,39,15.38,85.9,56.41,16.67,14.1,1.28,0,0,12.82,0,2.56,7.69,10.26,5.13,2.56,15.38,0,17.95,0,1.28,1.28,1.28,0,3.85,3.85,0,0,0,0,16.67,0,0,0,12.82,14.1,2.56,7.69,1.28,0,2.56,0,1.28,1.28,0,0,1.28,0,1.28,0,0,5.13,0,3.85,1.28,0,0,5.13,11.54,0,11.54,3.85,5.13,2.56,2.56,1.28,0,0,0,0,1.28,0,1.28,0,0,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0
1605,2057,1,science,15,93.26,90.87,1,1,7.5,13.33,80,66.67,13.33,13.33,0,0,13.33,0,0,0,20,13.33,6.67,0,6.67,6.67,0,0,0,0,0,0,13.33,0,13.33,0,6.67,0,13.33,0,0,0,0,6.67,0,0,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0
1606,2057,1,social,45,18.82,18.71,90.56,67.75,7.5,6.67,80,55.56,28.89,28.89,15.56,0,0,13.33,0,0,6.67,4.44,4.44,4.44,2.22,4.44,13.33,0,0,0,4.44,0,2.22,2.22,0,0,0,0,15.56,0,0,13.33,0,15.56,11.11,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,4.44,2.22,4.44,0,0,0,4.44,15.56,0,11.11,4.44,0,6.67,0,2.22,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0
1607,2058,2,science,5,8.69,1,99,1,5,20,80,40,20,20,20,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,40,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1608,2058,2,social,8,72.69,50,1,25.77,4,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
1609,2062,1,science,5,8.69,2.31,43.37,25.77,2.5,20,80,40,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0
1610,2064,1,science,11,1,81.84,1,1,11,18.18,90.91,81.82,27.27,18.18,0,0,18.18,0,0,9.09,0,9.09,18.18,0,9.09,18.18,18.18,0,0,0,0,0,9.09,0,9.09,0,9.09,0,18.18,0,0,0,0,27.27,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
1611,2064,1,social,11,1,18.16,85.21,99,11,18.18,81.82,45.45,18.18,18.18,18.18,0,0,0,0,0,0,0,9.09,9.09,18.18,0,9.09,0,0,0,0,9.09,9.09,9.09,0,0,0,0,9.09,0,0,0,0,27.27,9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
